IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
2.74,4,Pendidikan,Tidak,2490842,Pegawai Negeri,2,Kontrak,3T,Tidak,0,Tidak,66,Ada,Ya,100,5,Tidak,Laki-laki,38,Tidak Layak,0
3.01,6,Sastra,Tidak,1436781,Karyawan Swasta,5,Kontrak,Pedesaan,Tidak,1,Ya,93,Ada,Ya,84,20,Tidak,Laki-laki,63,Tidak Layak,0
3.14,6,Hukum,Ya,2517414,Petani,3,Menumpang,Pedesaan,Ya,4,Ya,60,Ada,Tidak,92,8,Tidak,Laki-laki,55,Layak,6240323
3.57,8,Sastra,Tidak,8855981,Petani,1,Kontrak,3T,Tidak,5,Tidak,93,Ada,Tidak,100,10,Tidak,Laki-laki,28,Layak,5730494
3.3,8,Pertanian,Ya,7713778,Karyawan Swasta,6,Kontrak,Pedesaan,Ya,0,Ya,53,Ada,Tidak,59,14,Tidak,Laki-laki,3,Tidak Layak,0
2.84,6,Pendidikan,Tidak,1265549,Petani,1,Milik Sendiri,Pedesaan,Tidak,5,Ya,69,Ada,Tidak,79,6,Tidak,Laki-laki,77,Layak,4526010
3.6,4,Manajemen,Tidak,4151002,Tidak Bekerja,4,Menumpang,Perkotaan,Tidak,3,Tidak,52,Ada,Ya,62,12,Tidak,Perempuan,90,Layak,3293311
2.99,7,Hukum,Tidak,949444,Buruh,6,Milik Sendiri,Pedesaan,Tidak,3,Tidak,72,Ada,Tidak,89,11,Tidak,Laki-laki,30,Tidak Layak,0
3.12,3,Hukum,Ya,7927171,Pedagang,6,Menumpang,3T,Ya,4,Ya,68,Tidak,Tidak,94,7,Tidak,Laki-laki,16,Tidak Layak,0
2.94,4,Ekonomi,Tidak,9010677,Pegawai Negeri,1,Kontrak,Pedesaan,Tidak,4,Tidak,52,Ada,Tidak,88,15,Tidak,Laki-laki,97,Tidak Layak,0
2.92,3,Kedokteran,Tidak,2155412,Petani,4,Milik Sendiri,3T,Ya,5,Tidak,85,Ada,Ya,95,2,Tidak,Perempuan,85,Layak,7287061
3.1,7,Sastra,Tidak,4833062,Tidak Bekerja,4,Kontrak,Pedesaan,Ya,2,Ya,63,Ada,Ya,59,5,Tidak,Laki-laki,81,Layak,2890287
3.1,5,Sastra,Tidak,6306697,Buruh,6,Menumpang,Pedesaan,Tidak,5,Tidak,90,Ada,Ya,96,11,Tidak,Perempuan,23,Tidak Layak,0
2.95,6,Kedokteran,Tidak,1327266,Karyawan Swasta,2,Menumpang,Perkotaan,Ya,1,Ya,91,Ada,Ya,67,12,Tidak,Perempuan,35,Tidak Layak,0
3.62,2,Kedokteran,Ya,5789106,Pedagang,5,Kontrak,Perkotaan,Tidak,2,Ya,92,Ada,Ya,99,12,Tidak,Laki-laki,65,Layak,4406052
3.05,7,Kedokteran,Tidak,8444457,Wirausaha,3,Kontrak,3T,Tidak,3,Ya,70,Tidak,Ya,61,20,Tidak,Perempuan,11,Tidak Layak,0
2.97,7,Sastra,Ya,9999703,Tidak Bekerja,6,Kontrak,Pedesaan,Ya,4,Tidak,55,Tidak,Ya,87,10,Tidak,Perempuan,45,Tidak Layak,0
3.44,3,Teknik Informatika,Tidak,508857,Tidak Bekerja,2,Milik Sendiri,Pedesaan,Ya,1,Tidak,54,Tidak,Ya,58,2,Tidak,Laki-laki,25,Tidak Layak,0
2.98,4,Ekonomi,Tidak,7270171,Karyawan Swasta,5,Menumpang,Perkotaan,Ya,4,Tidak,80,Ada,Ya,60,13,Tidak,Perempuan,29,Tidak Layak,0
3.19,2,Hukum,Ya,7033105,Wirausaha,1,Kontrak,Perkotaan,Tidak,4,Tidak,80,Tidak,Tidak,65,20,Tidak,Perempuan,25,Tidak Layak,0
2.86,2,Manajemen,Tidak,6912776,Pegawai Negeri,3,Milik Sendiri,3T,Ya,5,Tidak,90,Tidak,Ya,64,3,Tidak,Laki-laki,15,Tidak Layak,0
3.27,2,Pendidikan,Tidak,6357017,Karyawan Swasta,4,Kontrak,Perkotaan,Ya,3,Tidak,68,Tidak,Ya,95,1,Ya,Perempuan,71,Tidak Layak,0
4,8,Ekonomi,Tidak,9639481,Wirausaha,4,Kontrak,Pedesaan,Ya,4,Tidak,69,Ada,Tidak,62,12,Tidak,Perempuan,88,Layak,2283322
2.86,5,Pendidikan,Ya,7323395,Pedagang,3,Kontrak,Perkotaan,Ya,0,Tidak,74,Tidak,Tidak,89,5,Tidak,Perempuan,10,Tidak Layak,0
3.19,2,Pendidikan,Ya,6877974,Pedagang,3,Milik Sendiri,3T,Ya,3,Tidak,61,Tidak,Tidak,57,5,Tidak,Perempuan,52,Tidak Layak,0
2.73,4,Ekonomi,Tidak,1814715,Tidak Bekerja,3,Menumpang,Pedesaan,Ya,4,Tidak,98,Tidak,Tidak,72,9,Tidak,Perempuan,31,Layak,4504310
2.27,6,Sastra,Tidak,5401629,Wirausaha,2,Kontrak,Perkotaan,Tidak,2,Tidak,75,Ada,Ya,95,8,Tidak,Perempuan,36,Tidak Layak,0
3.69,4,Sastra,Tidak,4925734,Petani,5,Menumpang,Perkotaan,Tidak,1,Ya,53,Tidak,Tidak,58,19,Tidak,Laki-laki,73,Tidak Layak,0
3.25,5,Manajemen,Tidak,2238309,Petani,5,Kontrak,3T,Tidak,0,Tidak,98,Ada,Tidak,70,9,Tidak,Perempuan,24,Tidak Layak,0
3.88,5,Ekonomi,Tidak,8429208,Tidak Bekerja,5,Milik Sendiri,Perkotaan,Ya,1,Ya,69,Tidak,Tidak,69,12,Tidak,Laki-laki,92,Tidak Layak,0
3.17,4,Teknik Informatika,Tidak,2872887,Wirausaha,3,Milik Sendiri,3T,Ya,5,Tidak,71,Tidak,Tidak,83,19,Tidak,Perempuan,74,Layak,4830163
3.09,8,Teknik Informatika,Tidak,7718298,Tidak Bekerja,1,Menumpang,Perkotaan,Tidak,2,Tidak,85,Tidak,Ya,66,10,Tidak,Laki-laki,10,Tidak Layak,0
3.62,2,Kedokteran,Tidak,9739717,Pegawai Negeri,1,Milik Sendiri,Pedesaan,Ya,3,Ya,92,Ada,Ya,65,6,Tidak,Perempuan,23,Layak,4224014
3.1,7,Kedokteran,Tidak,814011,Pegawai Negeri,2,Menumpang,Pedesaan,Ya,4,Tidak,93,Tidak,Ya,52,17,Tidak,Perempuan,90,Layak,7937845
3.08,3,Sastra,Tidak,1340925,Pedagang,6,Milik Sendiri,Perkotaan,Tidak,3,Tidak,54,Tidak,Tidak,62,1,Tidak,Perempuan,7,Tidak Layak,0
4,3,Kedokteran,Tidak,6650740,Petani,2,Milik Sendiri,Perkotaan,Tidak,2,Tidak,71,Ada,Tidak,98,10,Tidak,Laki-laki,25,Tidak Layak,0
3.14,4,Hukum,Tidak,3072249,Buruh,2,Milik Sendiri,3T,Ya,3,Tidak,56,Ada,Ya,50,7,Ya,Laki-laki,32,Tidak Layak,0
2.84,7,Pertanian,Tidak,2561177,Wirausaha,4,Kontrak,Pedesaan,Tidak,3,Tidak,59,Tidak,Tidak,98,10,Tidak,Laki-laki,22,Tidak Layak,0
3.36,5,Pendidikan,Tidak,1812681,Pedagang,2,Menumpang,Pedesaan,Tidak,3,Ya,51,Ada,Tidak,95,4,Ya,Perempuan,58,Tidak Layak,0
2.96,2,Teknik Informatika,Ya,3235428,Pedagang,6,Milik Sendiri,Pedesaan,Tidak,0,Tidak,96,Tidak,Tidak,92,17,Tidak,Laki-laki,60,Tidak Layak,0
2.98,8,Pendidikan,Tidak,7444424,Petani,5,Menumpang,Perkotaan,Ya,2,Ya,73,Ada,Tidak,59,15,Tidak,Perempuan,64,Tidak Layak,0
3.69,2,Hukum,Ya,1172820,Tidak Bekerja,5,Menumpang,Pedesaan,Ya,4,Ya,66,Ada,Ya,81,7,Tidak,Perempuan,73,Layak,2640127
2.99,3,Manajemen,Ya,1942046,Petani,1,Menumpang,Pedesaan,Ya,1,Tidak,94,Tidak,Ya,92,2,Tidak,Laki-laki,62,Tidak Layak,0
3.67,5,Teknik Informatika,Tidak,4283854,Buruh,2,Kontrak,3T,Tidak,4,Ya,72,Ada,Tidak,97,3,Tidak,Laki-laki,22,Tidak Layak,0
3.28,3,Pertanian,Tidak,4770257,Pedagang,2,Menumpang,Pedesaan,Ya,2,Tidak,59,Ada,Ya,74,5,Tidak,Perempuan,87,Layak,4186684
3.36,7,Kedokteran,Tidak,525295,Wirausaha,5,Milik Sendiri,Pedesaan,Ya,2,Tidak,51,Tidak,Tidak,82,19,Tidak,Perempuan,1,Tidak Layak,0
3.08,5,Pertanian,Ya,3288542,Petani,3,Menumpang,Perkotaan,Tidak,5,Ya,89,Tidak,Ya,100,14,Tidak,Laki-laki,50,Tidak Layak,0
3.41,7,Kedokteran,Ya,5810532,Karyawan Swasta,2,Kontrak,3T,Tidak,3,Ya,60,Ada,Tidak,86,4,Ya,Laki-laki,51,Tidak Layak,0
3.69,6,Manajemen,Ya,2745147,Petani,6,Kontrak,Pedesaan,Tidak,1,Tidak,57,Ada,Tidak,99,13,Tidak,Laki-laki,75,Layak,4665447
3.19,6,Ekonomi,Tidak,4599743,Karyawan Swasta,6,Menumpang,Perkotaan,Tidak,1,Tidak,96,Tidak,Ya,52,13,Tidak,Perempuan,84,Tidak Layak,0
2.84,5,Teknik Informatika,Tidak,9748018,Pegawai Negeri,1,Milik Sendiri,Pedesaan,Ya,5,Tidak,52,Ada,Tidak,86,17,Tidak,Laki-laki,90,Tidak Layak,0
2.94,3,Manajemen,Tidak,1904386,Pedagang,2,Milik Sendiri,Perkotaan,Ya,0,Ya,68,Ada,Tidak,84,4,Tidak,Perempuan,68,Tidak Layak,0
2.91,8,Ekonomi,Tidak,641534,Petani,5,Milik Sendiri,Pedesaan,Ya,4,Ya,69,Tidak,Ya,93,0,Ya,Perempuan,22,Tidak Layak,0
2.1,8,Pertanian,Tidak,8560471,Pedagang,3,Menumpang,Pedesaan,Tidak,3,Tidak,68,Tidak,Tidak,99,3,Tidak,Laki-laki,27,Tidak Layak,0
3,5,Hukum,Ya,2864066,Wirausaha,4,Milik Sendiri,3T,Ya,0,Ya,54,Ada,Tidak,60,19,Tidak,Laki-laki,14,Tidak Layak,0
3.26,5,Pertanian,Tidak,2377649,Petani,4,Menumpang,Pedesaan,Tidak,3,Tidak,88,Tidak,Ya,91,5,Tidak,Laki-laki,14,Layak,6609982
2.35,1,Teknik Informatika,Tidak,7747606,Karyawan Swasta,4,Milik Sendiri,Perkotaan,Tidak,5,Ya,50,Tidak,Ya,97,5,Tidak,Laki-laki,69,Tidak Layak,0
3.22,7,Kedokteran,Tidak,564572,Pegawai Negeri,6,Milik Sendiri,Pedesaan,Ya,1,Tidak,65,Ada,Tidak,85,5,Tidak,Laki-laki,84,Layak,6735832
3,1,Teknik Informatika,Tidak,9458729,Wirausaha,4,Milik Sendiri,Perkotaan,Tidak,1,Tidak,61,Ada,Tidak,93,6,Tidak,Perempuan,52,Tidak Layak,0
3.18,2,Pendidikan,Tidak,9598804,Tidak Bekerja,4,Milik Sendiri,Pedesaan,Ya,3,Tidak,99,Ada,Ya,54,6,Tidak,Laki-laki,25,Tidak Layak,0
3.03,4,Hukum,Ya,9569163,Tidak Bekerja,5,Menumpang,Perkotaan,Ya,1,Tidak,88,Ada,Tidak,70,0,Tidak,Perempuan,63,Tidak Layak,0
2.97,7,Manajemen,Tidak,7588238,Tidak Bekerja,6,Menumpang,Pedesaan,Ya,0,Tidak,84,Ada,Tidak,65,2,Tidak,Perempuan,77,Tidak Layak,0
3.33,8,Ekonomi,Ya,8941757,Wirausaha,1,Kontrak,Perkotaan,Ya,4,Tidak,84,Tidak,Tidak,92,15,Tidak,Laki-laki,91,Tidak Layak,0
3.69,3,Ekonomi,Tidak,7198366,Buruh,4,Milik Sendiri,Perkotaan,Ya,0,Ya,78,Ada,Tidak,89,16,Tidak,Laki-laki,43,Tidak Layak,0
3.01,6,Kedokteran,Tidak,7800694,Wirausaha,6,Milik Sendiri,Perkotaan,Tidak,1,Tidak,88,Ada,Tidak,67,20,Tidak,Perempuan,54,Tidak Layak,0
2.91,5,Manajemen,Tidak,7149771,Karyawan Swasta,1,Menumpang,3T,Tidak,3,Ya,93,Tidak,Tidak,85,11,Tidak,Perempuan,51,Tidak Layak,0
3.5,5,Manajemen,Tidak,3747083,Tidak Bekerja,5,Menumpang,Perkotaan,Ya,3,Ya,79,Tidak,Ya,75,18,Tidak,Laki-laki,48,Layak,4457587
3.81,1,Sastra,Tidak,665697,Tidak Bekerja,5,Milik Sendiri,Perkotaan,Ya,3,Tidak,70,Ada,Ya,52,5,Tidak,Perempuan,5,Layak,5327824
3.26,7,Sastra,Tidak,1526875,Petani,5,Milik Sendiri,Pedesaan,Tidak,2,Tidak,99,Ada,Ya,85,17,Tidak,Laki-laki,85,Layak,2345182
3.4,6,Pertanian,Tidak,9574076,Buruh,2,Menumpang,Pedesaan,Ya,5,Tidak,85,Tidak,Tidak,65,0,Tidak,Perempuan,100,Tidak Layak,0
3.28,6,Teknik Informatika,Ya,4071098,Petani,6,Kontrak,Perkotaan,Tidak,3,Ya,99,Tidak,Ya,51,11,Tidak,Laki-laki,71,Layak,4189923
3.33,4,Pertanian,Tidak,5435684,Karyawan Swasta,4,Menumpang,3T,Tidak,5,Tidak,91,Ada,Tidak,60,13,Tidak,Laki-laki,3,Tidak Layak,0
3.41,2,Kedokteran,Tidak,2561504,Petani,2,Kontrak,Perkotaan,Ya,2,Ya,88,Ada,Tidak,80,8,Tidak,Perempuan,71,Layak,5362735
3.6,6,Hukum,Tidak,1147925,Karyawan Swasta,2,Milik Sendiri,3T,Tidak,4,Tidak,80,Ada,Tidak,77,5,Tidak,Laki-laki,15,Layak,7108565
3.62,1,Pendidikan,Tidak,5447520,Karyawan Swasta,1,Kontrak,Pedesaan,Ya,3,Ya,68,Tidak,Tidak,88,7,Tidak,Perempuan,21,Tidak Layak,0
3.16,2,Kedokteran,Tidak,5743548,Petani,4,Milik Sendiri,Perkotaan,Ya,5,Ya,56,Ada,Ya,50,7,Tidak,Laki-laki,11,Tidak Layak,0
2.88,2,Pertanian,Tidak,2902268,Wirausaha,4,Kontrak,3T,Tidak,4,Tidak,96,Ada,Tidak,85,10,Tidak,Perempuan,70,Layak,4723982
3.01,3,Hukum,Tidak,5621645,Pedagang,6,Kontrak,3T,Tidak,0,Tidak,82,Tidak,Tidak,73,19,Tidak,Laki-laki,7,Tidak Layak,0
2.74,6,Teknik Informatika,Tidak,1291274,Pegawai Negeri,3,Menumpang,3T,Ya,2,Ya,64,Tidak,Ya,72,4,Tidak,Perempuan,14,Tidak Layak,0
3.33,8,Manajemen,Tidak,5537866,Wirausaha,5,Kontrak,3T,Ya,4,Ya,71,Ada,Tidak,82,17,Ya,Laki-laki,15,Tidak Layak,0
2.74,4,Ekonomi,Ya,1651716,Wirausaha,2,Milik Sendiri,Perkotaan,Ya,4,Tidak,77,Ada,Tidak,82,17,Tidak,Laki-laki,45,Layak,3460358
3.13,8,Pertanian,Ya,5285550,Tidak Bekerja,5,Kontrak,3T,Tidak,2,Ya,78,Tidak,Tidak,70,6,Tidak,Laki-laki,61,Tidak Layak,0
2.55,1,Manajemen,Tidak,2301536,Pegawai Negeri,4,Menumpang,Pedesaan,Ya,3,Tidak,97,Tidak,Tidak,97,12,Tidak,Perempuan,75,Layak,2547813
2.82,5,Kedokteran,Tidak,7144679,Pedagang,5,Menumpang,Pedesaan,Tidak,5,Tidak,66,Tidak,Ya,89,18,Tidak,Laki-laki,88,Tidak Layak,0
3.9,1,Manajemen,Ya,9796315,Pegawai Negeri,4,Milik Sendiri,Pedesaan,Ya,1,Tidak,93,Tidak,Ya,56,2,Tidak,Perempuan,84,Layak,6379417
2.76,5,Sastra,Ya,5446075,Karyawan Swasta,3,Menumpang,Perkotaan,Tidak,2,Tidak,92,Tidak,Tidak,78,5,Tidak,Perempuan,99,Tidak Layak,0
3.57,8,Pendidikan,Tidak,6347354,Tidak Bekerja,5,Milik Sendiri,Perkotaan,Tidak,4,Ya,59,Ada,Tidak,97,18,Tidak,Laki-laki,17,Tidak Layak,0
2.87,5,Kedokteran,Tidak,8080838,Petani,4,Milik Sendiri,Perkotaan,Tidak,4,Ya,66,Tidak,Ya,100,8,Tidak,Laki-laki,54,Tidak Layak,0
2.45,8,Hukum,Tidak,7063559,Buruh,1,Milik Sendiri,3T,Ya,0,Ya,82,Tidak,Tidak,84,3,Tidak,Laki-laki,78,Tidak Layak,0
2.44,8,Manajemen,Tidak,6146529,Buruh,1,Milik Sendiri,Perkotaan,Tidak,5,Tidak,60,Ada,Tidak,79,18,Ya,Perempuan,18,Tidak Layak,0
3.17,7,Ekonomi,Tidak,4207951,Tidak Bekerja,3,Milik Sendiri,Perkotaan,Tidak,5,Tidak,98,Ada,Tidak,97,0,Tidak,Perempuan,24,Tidak Layak,0
3.25,3,Ekonomi,Ya,2539067,Petani,5,Milik Sendiri,Perkotaan,Ya,1,Tidak,84,Ada,Tidak,69,4,Tidak,Perempuan,44,Layak,3017224
2.8,4,Ekonomi,Ya,1491043,Wirausaha,5,Kontrak,Perkotaan,Tidak,4,Tidak,52,Tidak,Tidak,53,4,Tidak,Perempuan,26,Tidak Layak,0
3.49,7,Manajemen,Tidak,9407521,Karyawan Swasta,2,Kontrak,Perkotaan,Ya,3,Ya,94,Tidak,Tidak,86,7,Tidak,Laki-laki,79,Tidak Layak,0
3.32,1,Teknik Informatika,Tidak,9636077,Pegawai Negeri,4,Milik Sendiri,Pedesaan,Tidak,3,Tidak,55,Tidak,Tidak,74,7,Tidak,Laki-laki,45,Tidak Layak,0
3.39,6,Manajemen,Ya,5368367,Pedagang,4,Menumpang,Perkotaan,Tidak,4,Tidak,80,Tidak,Ya,79,0,Tidak,Perempuan,98,Tidak Layak,0
3.4,7,Ekonomi,Ya,4683801,Pegawai Negeri,2,Menumpang,3T,Tidak,2,Ya,95,Tidak,Ya,52,3,Tidak,Perempuan,41,Tidak Layak,0
3.81,4,Pendidikan,Tidak,5526673,Karyawan Swasta,3,Milik Sendiri,Perkotaan,Tidak,0,Ya,85,Ada,Ya,81,6,Ya,Laki-laki,62,Tidak Layak,0
3.44,7,Kedokteran,Tidak,9041450,Tidak Bekerja,1,Kontrak,Perkotaan,Tidak,3,Ya,98,Ada,Tidak,100,6,Tidak,Perempuan,73,Tidak Layak,0
2.5,1,Ekonomi,Tidak,4864219,Wirausaha,6,Menumpang,Perkotaan,Tidak,0,Tidak,61,Tidak,Tidak,98,8,Tidak,Perempuan,14,Tidak Layak,0
3.43,4,Pendidikan,Tidak,8111395,Pedagang,4,Milik Sendiri,Pedesaan,Tidak,0,Tidak,77,Ada,Ya,98,12,Tidak,Perempuan,99,Tidak Layak,0
3.03,1,Kedokteran,Tidak,3994099,Buruh,5,Menumpang,Perkotaan,Ya,1,Tidak,78,Tidak,Ya,96,7,Tidak,Perempuan,97,Tidak Layak,0
3.96,8,Pertanian,Ya,4712237,Petani,2,Menumpang,3T,Ya,0,Tidak,72,Ada,Tidak,51,5,Tidak,Perempuan,17,Tidak Layak,0
2.45,6,Sastra,Tidak,1163022,Pegawai Negeri,1,Menumpang,Perkotaan,Tidak,1,Tidak,89,Ada,Tidak,78,14,Tidak,Perempuan,97,Layak,4344603
3.61,2,Teknik Informatika,Ya,8800492,Wirausaha,5,Menumpang,Pedesaan,Ya,1,Ya,99,Ada,Ya,53,19,Tidak,Perempuan,12,Tidak Layak,0
3.66,3,Hukum,Tidak,9626572,Karyawan Swasta,1,Menumpang,Perkotaan,Ya,1,Tidak,66,Tidak,Ya,61,5,Tidak,Perempuan,38,Tidak Layak,0
2.99,3,Hukum,Tidak,4946209,Tidak Bekerja,6,Menumpang,Perkotaan,Ya,0,Ya,89,Ada,Ya,62,9,Tidak,Perempuan,12,Tidak Layak,0
3.17,7,Kedokteran,Ya,701313,Pedagang,5,Kontrak,Pedesaan,Tidak,0,Tidak,59,Ada,Ya,88,10,Tidak,Laki-laki,50,Tidak Layak,0
2.86,7,Hukum,Ya,6546357,Pedagang,4,Menumpang,Pedesaan,Ya,3,Tidak,70,Ada,Ya,56,15,Tidak,Perempuan,72,Tidak Layak,0
3.04,1,Teknik Informatika,Tidak,4127030,Buruh,4,Milik Sendiri,3T,Tidak,5,Tidak,60,Ada,Ya,63,17,Tidak,Laki-laki,95,Tidak Layak,0
3.66,8,Manajemen,Tidak,8815027,Pedagang,2,Milik Sendiri,3T,Tidak,2,Tidak,95,Tidak,Tidak,100,3,Tidak,Laki-laki,72,Tidak Layak,0
3.28,3,Manajemen,Tidak,605506,Karyawan Swasta,3,Kontrak,Pedesaan,Ya,1,Tidak,98,Tidak,Tidak,100,4,Tidak,Laki-laki,11,Tidak Layak,0
3.38,7,Teknik Informatika,Ya,3538080,Pedagang,5,Kontrak,Perkotaan,Ya,5,Tidak,92,Ada,Tidak,69,14,Tidak,Perempuan,23,Layak,5152670
3.38,1,Kedokteran,Tidak,7557608,Wirausaha,6,Kontrak,Pedesaan,Ya,1,Tidak,55,Tidak,Tidak,96,17,Ya,Laki-laki,34,Tidak Layak,0
2.81,6,Pendidikan,Tidak,6384702,Petani,4,Milik Sendiri,3T,Ya,5,Ya,84,Ada,Ya,77,17,Tidak,Perempuan,93,Tidak Layak,0
3.44,7,Sastra,Tidak,7679975,Tidak Bekerja,5,Menumpang,Pedesaan,Ya,3,Tidak,50,Tidak,Tidak,79,8,Ya,Laki-laki,56,Tidak Layak,0
3.26,2,Manajemen,Tidak,8732507,Pegawai Negeri,5,Menumpang,3T,Ya,0,Ya,86,Ada,Tidak,88,20,Tidak,Laki-laki,100,Tidak Layak,0
2.33,6,Kedokteran,Tidak,5013331,Buruh,4,Kontrak,Pedesaan,Tidak,4,Ya,64,Tidak,Tidak,67,13,Tidak,Laki-laki,21,Tidak Layak,0
3.66,2,Hukum,Ya,8748819,Wirausaha,6,Milik Sendiri,Perkotaan,Ya,2,Ya,63,Ada,Ya,53,0,Ya,Perempuan,31,Tidak Layak,0
3.08,5,Ekonomi,Tidak,2366127,Buruh,1,Milik Sendiri,Pedesaan,Ya,4,Tidak,57,Tidak,Ya,75,0,Ya,Laki-laki,49,Tidak Layak,0
2.89,3,Kedokteran,Ya,8795865,Pedagang,4,Menumpang,Perkotaan,Tidak,4,Tidak,97,Ada,Tidak,50,17,Tidak,Perempuan,38,Tidak Layak,0
2.72,2,Ekonomi,Tidak,4828743,Karyawan Swasta,2,Milik Sendiri,3T,Tidak,4,Tidak,93,Ada,Ya,77,3,Tidak,Laki-laki,57,Tidak Layak,0
3.04,2,Manajemen,Tidak,1928797,Pegawai Negeri,1,Menumpang,Perkotaan,Tidak,5,Ya,82,Ada,Tidak,59,0,Tidak,Perempuan,85,Layak,2100984
2.72,2,Pendidikan,Tidak,4512665,Pegawai Negeri,4,Kontrak,3T,Ya,4,Tidak,66,Tidak,Tidak,75,13,Tidak,Laki-laki,12,Tidak Layak,0
3.08,1,Hukum,Tidak,768971,Tidak Bekerja,2,Menumpang,Perkotaan,Tidak,5,Tidak,58,Ada,Tidak,88,9,Tidak,Laki-laki,50,Tidak Layak,0
3.29,3,Teknik Informatika,Tidak,8901981,Petani,4,Kontrak,Perkotaan,Tidak,3,Ya,72,Ada,Tidak,69,5,Tidak,Laki-laki,44,Tidak Layak,0
3.48,8,Teknik Informatika,Ya,1962804,Pedagang,5,Milik Sendiri,Perkotaan,Ya,1,Tidak,71,Ada,Ya,93,13,Tidak,Laki-laki,100,Layak,7297797
3.85,6,Pendidikan,Tidak,5312790,Wirausaha,4,Milik Sendiri,Perkotaan,Ya,4,Ya,53,Tidak,Tidak,76,0,Tidak,Laki-laki,71,Layak,4032584
3,3,Pertanian,Ya,2005437,Wirausaha,6,Milik Sendiri,Pedesaan,Tidak,4,Tidak,90,Tidak,Ya,72,2,Tidak,Perempuan,68,Layak,5139531
3.49,1,Pertanian,Tidak,7801883,Tidak Bekerja,3,Milik Sendiri,Perkotaan,Tidak,5,Tidak,98,Tidak,Tidak,74,1,Tidak,Perempuan,83,Tidak Layak,0
3.11,3,Hukum,Tidak,7529014,Pedagang,6,Kontrak,Pedesaan,Tidak,0,Tidak,71,Ada,Ya,73,15,Tidak,Laki-laki,93,Tidak Layak,0
3.47,5,Pertanian,Tidak,4853234,Pedagang,3,Menumpang,Perkotaan,Ya,3,Tidak,60,Tidak,Ya,97,4,Tidak,Laki-laki,50,Tidak Layak,0
2.49,8,Teknik Informatika,Tidak,7518002,Wirausaha,4,Kontrak,Perkotaan,Tidak,1,Tidak,67,Ada,Tidak,76,17,Tidak,Perempuan,79,Tidak Layak,0
3.8,5,Pertanian,Tidak,1850894,Wirausaha,2,Menumpang,3T,Ya,0,Ya,56,Tidak,Tidak,69,4,Tidak,Perempuan,34,Tidak Layak,0
2.92,4,Sastra,Ya,7534286,Wirausaha,4,Menumpang,3T,Ya,0,Ya,90,Tidak,Tidak,88,11,Tidak,Perempuan,73,Tidak Layak,0
2.92,3,Teknik Informatika,Tidak,5137428,Tidak Bekerja,3,Menumpang,Perkotaan,Tidak,0,Tidak,89,Tidak,Ya,84,17,Tidak,Laki-laki,59,Tidak Layak,0
3.54,4,Teknik Informatika,Tidak,7698004,Pedagang,3,Milik Sendiri,Pedesaan,Ya,2,Tidak,82,Ada,Ya,83,16,Tidak,Perempuan,68,Layak,2194608
3.38,7,Ekonomi,Tidak,806797,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Ya,1,Tidak,73,Tidak,Ya,92,8,Tidak,Laki-laki,31,Tidak Layak,0
2.74,1,Manajemen,Tidak,1354928,Pegawai Negeri,5,Menumpang,Perkotaan,Ya,1,Tidak,56,Tidak,Ya,53,6,Tidak,Laki-laki,13,Tidak Layak,0
2.3,8,Teknik Informatika,Ya,5130888,Petani,1,Milik Sendiri,Pedesaan,Tidak,0,Ya,98,Tidak,Ya,87,14,Tidak,Perempuan,5,Tidak Layak,0
3.7,2,Ekonomi,Tidak,3110334,Tidak Bekerja,3,Menumpang,Perkotaan,Tidak,0,Tidak,66,Ada,Tidak,90,14,Tidak,Perempuan,46,Tidak Layak,0
3.8,1,Manajemen,Ya,7840862,Pegawai Negeri,2,Kontrak,Pedesaan,Tidak,0,Tidak,60,Tidak,Ya,80,4,Tidak,Laki-laki,91,Tidak Layak,0
3.01,4,Pertanian,Ya,7470962,Petani,4,Milik Sendiri,Pedesaan,Ya,4,Tidak,59,Ada,Ya,93,19,Tidak,Perempuan,32,Tidak Layak,0
2.75,8,Pertanian,Tidak,9483760,Pedagang,4,Kontrak,Perkotaan,Ya,3,Tidak,56,Ada,Ya,68,17,Ya,Perempuan,100,Tidak Layak,0
3.34,6,Pertanian,Tidak,8897018,Petani,1,Milik Sendiri,Perkotaan,Tidak,2,Ya,99,Ada,Ya,75,5,Tidak,Laki-laki,50,Tidak Layak,0
3.05,1,Ekonomi,Tidak,6916055,Buruh,3,Kontrak,Pedesaan,Tidak,0,Ya,78,Tidak,Ya,77,19,Tidak,Laki-laki,73,Tidak Layak,0
3,6,Hukum,Ya,1421383,Wirausaha,1,Kontrak,Perkotaan,Tidak,3,Ya,80,Ada,Ya,62,11,Ya,Perempuan,100,Tidak Layak,0
